Country,Longitude,Latitude,Basin,Seep_Type,Seep_Name,CH4_Concentration,C2_Concentration,C3_Concentration,Delta13C1,DeltaD1,Bernard_Ratio
Iraq,-73.9732,-21.8725,Niger Delta Basin,Oil,Oil Seep 3,6.3,0.2,93.2,-29.5,-202,1.4
Canada,48.5162,12.9507,Saudi Basin,Gas,Gas Seep 1,7.1,0.2,93.0,-30.0,-202,1.4
United States,42.3461,44.6103,Caspian Basin,Oil,Gas Seep 1,6.9,0.2,92.7,-29.5,-199,1.5
_RARE_,-94.1965,49.4291,Mahakam Delta Basin,Gas,Oil Seep 3,6.3,0.3,92.7,-29.2,-199,1.1
Vietnam,108.2616,33.9703,Aegean Basin,Oil,Oil Seep 3,6.1,0.2,94.0,-29.5,-202,1.4
Kuwait,-118.2432,-32.2421,Norwegian Sea Basin,Oil,Oil Seep 3,6.3,0.2,93.5,-29.5,-199,1.3
_RARE_,65.0525,34.4252,Southern California Borderland Basin,Gas,Gas Seep 2,6.7,0.5,93.5,-30.0,-205,1.3
Uzbekistan,21.0324,17.3137,Colorado Basin,Gas,Gas Seep 1,6.3,0.2,93.5,-29.8,-205,1.4
United Arab Emirates,101.3929,10.4548,Mumbai Offshore Basin,Oil,Oil Seep 2,6.5,0.3,93.8,-29.4,-201,1.4
Turkey,-101.5798,6.6244,Austin Chalk Basin,Oil,Gas Seep 2,6.1,0.2,93.7,-29.5,-202,1.4
_RARE_,45.8583,30.0629,Gulf of Lion Basin,Oil,Oil Seep 3,5.7,0.3,93.2,-29.2,-199,1.4
_RARE_,-73.9947,33.2958,Abu Dhabi Basin,Gas,Oil Seep 2,6.1,0.4,94.0,-29.2,-201,1.5
Zimbabwe,25.6211,52.3149,Mumbai Offshore Basin,Gas,Oil Seep 3,6.8,0.5,93.0,-29.8,-203,1.2
Indonesia,117.0768,1.1591,White Tiger Basin,Oil,Gas Seep 2,6.8,0.4,92.9,-29.4,-201,1.3
Kuwait,30.6391,69.0409,Chilean Basin,Oil,Gas Seep 2,6.2,0.3,93.5,-29.4,-201,1.3
_RARE_,100.0929,23.8135,Tracy Basin,Oil,Oil Seep 1,6.5,0.2,93.5,-29.4,-203,1.5
United States,65.1424,10.4929,Luangwa Basin,Gas,Oil Seep 1,6.8,0.4,93.2,-29.6,-201,1.3
Kuwait,-82.4073,40.5114,Shabwah Basin,Gas,Gas Seep 2,6.9,0.2,93.5,-29.6,-203,1.3
Zimbabwe,83.2309,39.7404,Atlantic Margin Basin,Gas,Oil Seep 3,6.7,0.2,93.0,-29.7,-199,1.4
Yemen,109.0053,40.7139,Colorado Basin,Gas,Oil Seep 2,6.5,0.1,93.5,-29.7,-200,1.5
United States,53.6091,37.0575,Shabwah Basin,Gas,Gas Seep 1,5.6,0.3,92.7,-29.5,-204,1.2
Saudi Arabia,7.1951,34.4163,Upper Peninsula Basin,Oil,Gas Seep 2,7.0,0.3,93.3,-30.0,-201,1.5
Indonesia,-99.7468,40.7816,Offshore Singapore Basin,Oil,Gas Seep 2,7.2,0.2,93.2,-29.4,-205,1.4
Yemen,50.615,40.5219,Anadarko Basin,Gas,Oil Seep 3,7.0,0.5,92.7,-29.6,-202,1.5
_RARE_,29.111,30.3706,Nile Delta Basin,Gas,Oil Seep 1,5.8,0.3,92.7,-29.6,-204,1.5
_RARE_,33.7015,25.1777,Maranon Basin,Oil,Oil Seep 1,6.3,0.4,93.8,-30.1,-199,1.3
Mexico,-118.7564,43.2143,San Joaquin Basin,Oil,Oil Seep 2,7.0,0.3,93.9,-29.4,-201,1.4
Uzbekistan,-79.34,35.1624,Fergana Basin,Gas,Gas Seep 1,7.2,0.4,93.9,-29.7,-199,1.3
Saudi Arabia,-3.6746,34.0491,Taiwan Basin,Gas,Gas Seep 1,5.6,0.5,92.8,-30.1,-204,1.2
United States,10.9859,59.3561,Western Canada Sedimentary Basin,Gas,Gas Seep 1,7.1,0.2,93.0,-29.5,-203,1.4
Yemen,103.89,25.28,Black Sea Basin,Gas,Oil Seep 1,6.5,0.3,93.2,-29.9,-203,1.2
Saudi Arabia,30.9803,-32.0894,Philippine Basin,Oil,Oil Seep 1,6.1,0.4,92.9,-29.2,-204,1.4
Mexico,90.1453,-19.9418,Shabwah Basin,Oil,Gas Seep 2,6.3,0.5,93.2,-29.5,-199,1.4
Mexico,-112.5601,35.1426,Persian Gulf Basin,Oil,Gas Seep 2,6.8,0.3,93.8,-29.9,-199,1.2
Norway,-58.8715,32.5725,Nile Delta Basin,Oil,Oil Seep 3,6.3,0.5,93.9,-29.5,-202,1.1
Saudi Arabia,31.0094,24.8569,Black Sea Basin,Gas,Oil Seep 2,6.7,0.3,92.6,-29.4,-205,1.5
Kuwait,27.1053,33.434,Yangtze Basin,Gas,Oil Seep 1,5.8,0.4,92.7,-30.1,-202,1.2
_RARE_,111.9087,32.9989,West Siberian Basin,Gas,Gas Seep 1,6.3,0.2,93.6,-30.2,-205,1.3
Mexico,48.5164,-32.0231,Chilean Basin,Oil,Oil Seep 3,6.7,0.2,93.0,-29.4,-203,1.4
Kuwait,-103.3748,44.9834,Levant Basin,Oil,Oil Seep 2,7.2,0.2,93.7,-29.5,-203,1.4
Thailand,53.7246,-40.7899,Persian Gulf Basin,Gas,Oil Seep 3,6.5,0.3,93.1,-29.8,-202,1.4
United States,51.1566,30.3552,Adriatic Basin,Gas,Oil Seep 3,6.7,0.3,92.6,-29.5,-199,1.3
Kuwait,5.3132,54.3193,Song Hong Basin,Oil,Oil Seep 1,7.0,0.4,93.8,-29.2,-198,1.2
Indonesia,-79.0863,10.5927,Bas Cuu Long Basin,Oil,Oil Seep 2,7.0,0.4,93.9,-30.0,-201,1.2
Kuwait,-117.5876,-15.3821,West Siberian Basin,Oil,Gas Seep 2,7.0,0.4,92.7,-30.1,-199,1.5
Vietnam,112.2676,-21.9399,Bukhara-Khiva Basin,Oil,Oil Seep 2,6.1,0.1,93.7,-29.2,-199,1.5
Canada,-3.5097,18.9073,Salalah Basin,Gas,Oil Seep 3,7.2,0.4,93.8,-29.4,-201,1.3
Thailand,51.977,35.1221,Guayaquil Basin,Gas,Gas Seep 2,6.1,0.4,94.0,-29.1,-199,1.2
Canada,121.0671,41.2993,Eastern Venezuela Basin,Oil,Oil Seep 2,6.7,0.1,92.9,-29.5,-199,1.3
United States,6.1667,23.6495,Zimbabwe Border Basin,Gas,Gas Seep 2,7.0,0.4,94.0,-29.7,-205,1.5
India,67.0416,33.9893,Washington Basin,Oil,Gas Seep 1,6.7,0.3,93.5,-30.1,-201,1.4
Norway,-88.999,56.2499,Falkland Plateau Basin,Gas,Oil Seep 2,7.2,0.1,93.0,-29.9,-202,1.4
Indonesia,44.279,11.2949,North Sea Basin,Gas,Gas Seep 1,5.7,0.2,92.7,-29.4,-198,1.6
United States,28.6633,-39.5905,Arabian Basin,Oil,Gas Seep 2,6.9,0.2,94.0,-29.2,-202,1.4
Mexico,-119.7809,42.2214,Bach Long Vi Basin,Oil,Gas Seep 2,5.8,0.4,93.3,-30.0,-201,1.5
Iraq,118.5029,-19.459,Sudan Basin,Oil,Oil Seep 3,6.7,0.2,94.0,-29.1,-202,1.5
Zimbabwe,3.3342,10.993,Philippine Basin,Oil,Oil Seep 2,6.8,0.2,93.5,-29.4,-202,1.4
_RARE_,-118.8988,30.2693,North Sea Basin,Oil,Oil Seep 1,5.7,0.2,93.5,-29.2,-202,1.4
United Arab Emirates,104.0377,23.8385,Upper Peninsula Basin,Oil,Oil Seep 2,5.6,0.1,92.6,-30.1,-199,1.6
Canada,51.1349,38.7602,Lake Maracaibo Basin,Gas,Oil Seep 2,6.1,0.1,93.6,-29.4,-202,1.4
_RARE_,-122.0424,32.7458,Bach Long Vi Basin,Oil,Gas Seep 1,6.8,0.2,93.8,-29.9,-203,1.6
Russia,29.26,33.3744,Caribbean Basin,Oil,Gas Seep 1,7.1,0.2,93.0,-29.7,-203,1.3
Kuwait,35.2229,40.7134,Shabwa-Masila Basin,Gas,Oil Seep 1,6.2,0.4,93.8,-29.5,-203,1.4
Yemen,-122.3884,40.9266,Great South Basin,Oil,Gas Seep 2,6.1,0.2,93.0,-29.7,-201,1.3
United Arab Emirates,166.9592,-42.0276,Aden Rift Basin,Oil,Oil Seep 1,5.8,0.4,93.5,-29.4,-202,1.3
_RARE_,79.4882,40.7137,German North Sea Basin,Gas,Gas Seep 2,6.1,0.2,93.5,-30.0,-202,1.4
Uzbekistan,69.261,23.5597,Caspian Basin,Gas,Oil Seep 1,6.5,0.2,93.5,-30.1,-205,1.4
Saudi Arabia,31.624,-15.3952,Austin Chalk Basin,Gas,Oil Seep 2,6.8,0.2,92.7,-30.2,-202,1.6
Thailand,31.0584,-0.1346,German North Sea Basin,Gas,Oil Seep 3,7.1,0.2,93.0,-30.1,-204,1.5
Saudi Arabia,-74.1121,32.1051,Luapula Basin,Oil,Oil Seep 3,6.9,0.4,93.9,-30.0,-198,1.3
Uzbekistan,48.5201,39.7445,Gulf of Valencia Basin,Gas,Oil Seep 2,6.2,0.5,93.9,-29.5,-204,1.5
Iraq,105.4021,41.3561,Western Zambia Basin,Gas,Gas Seep 1,6.3,0.2,93.6,-29.4,-201,1.5
_RARE_,9.8098,-26.629,Rumaila Basin,Gas,Oil Seep 2,6.8,0.2,92.9,-29.5,-201,1.4
_RARE_,113.5831,-35.5331,Eastern Venezuela Basin,Gas,Gas Seep 1,7.0,0.3,92.7,-29.7,-201,1.3
Yemen,69.3187,23.2627,Amu Darya Basin,Gas,Oil Seep 2,5.8,0.3,92.7,-30.0,-202,1.5
Venezuela,67.024,17.0186,Dutch North Sea Basin,Oil,Oil Seep 1,6.3,0.4,93.3,-29.5,-201,1.2
Kuwait,-74.8079,22.4295,Burgos Basin,Gas,Oil Seep 3,7.2,0.3,92.9,-29.2,-201,1.5
Yemen,-74.1132,41.8364,South Uruguay Basin,Oil,Oil Seep 1,7.2,0.4,93.8,-30.1,-199,1.3
Iraq,66.8645,-18.7704,North West Shelf Basin,Oil,Oil Seep 3,6.8,0.3,93.8,-29.2,-199,1.5
Zimbabwe,50.8651,-15.3914,Manica Basin,Gas,Oil Seep 1,5.8,0.3,93.6,-29.5,-199,1.5
_RARE_,21.6689,69.0409,Aegean Basin,Oil,Gas Seep 1,6.9,0.4,93.7,-29.5,-201,1.4
Zimbabwe,48.3449,66.8166,White Tiger Basin,Oil,Oil Seep 1,5.8,0.3,94.0,-30.1,-199,1.2
Thailand,-121.5856,44.982,Limpopo Basin,Oil,Oil Seep 3,7.2,0.4,93.8,-29.2,-199,1.3
Turkey,-67.7812,56.1504,Arabian Basin,Oil,Oil Seep 1,6.1,0.3,93.5,-29.5,-201,1.5
Venezuela,53.9798,38.4869,Manica Basin,Oil,Oil Seep 1,6.2,0.5,93.8,-29.4,-204,1.4
_RARE_,-119.6037,6.5205,Zimbabwe Border Basin,Oil,Gas Seep 1,6.1,0.3,93.0,-29.4,-204,1.4
Vietnam,-72.1749,41.574,Gulf of Lion Basin,Gas,Oil Seep 1,6.5,0.3,93.1,-29.6,-199,1.5
Uzbekistan,-89.0693,50.1041,Western Canada Sedimentary Basin,Oil,Oil Seep 1,5.8,0.3,92.7,-29.5,-205,1.5
United States,19.684,36.8772,North West Shelf Basin,Gas,Oil Seep 3,6.9,0.4,94.0,-29.7,-198,1.4
United States,114.3537,0.6075,Zambezi Basin,Gas,Gas Seep 1,6.7,0.3,92.6,-30.2,-203,1.4
Kuwait,-62.3213,23.6551,Offshore Singapore Basin,Gas,Gas Seep 2,5.7,0.2,92.8,-29.4,-204,1.4
Russia,9.6954,-33.382,Bas Cuu Long Basin,Oil,Oil Seep 2,7.0,0.1,92.7,-29.3,-201,1.2
Venezuela,-103.5223,46.5486,Gulf of Lion Basin,Gas,Oil Seep 1,5.7,0.4,93.8,-29.5,-202,1.2
Zimbabwe,-67.5148,-41.8359,Basin and Range Basin,Oil,Oil Seep 2,5.7,0.4,92.8,-29.1,-202,1.6
Turkey,30.5232,35.2281,Luangwa Basin,Oil,Oil Seep 3,6.3,0.4,93.9,-29.9,-202,1.5
Russia,-93.3082,-15.3991,Indus Basin,Oil,Oil Seep 3,6.2,0.2,93.2,-30.1,-200,1.5
_RARE_,30.5232,30.3054,Song Hong Basin,Oil,Gas Seep 2,7.0,0.4,93.8,-29.6,-202,1.4
India,48.9789,37.861,Burgos Basin,Oil,Gas Seep 2,7.2,0.4,93.9,-30.2,-199,1.3
United States,50.1398,10.5827,Zimbabwe Border Basin,Oil,Oil Seep 2,6.1,0.2,93.5,-30.0,-201,1.4
Canada,102.642,19.0717,San Joaquin Basin,Gas,Oil Seep 1,6.8,0.3,93.8,-30.1,-205,1.6
Iraq,-122.3843,29.7468,San Joaquin Basin,Gas,Gas Seep 2,6.3,0.1,93.5,-30.2,-205,1.5
United Arab Emirates,-72.7041,40.9946,Dutch North Sea Basin,Gas,Oil Seep 1,5.8,0.3,92.7,-29.7,-204,1.3
Turkey,-95.6361,13.844,Maranon Basin,Oil,Oil Seep 3,6.8,0.4,93.5,-29.4,-201,1.4
Zimbabwe,113.8677,-39.7432,Manica Basin,Oil,Gas Seep 2,6.9,0.3,93.7,-30.2,-204,1.4
Vietnam,-122.1351,34.187,Maracaibo Basin,Gas,Gas Seep 2,5.7,0.1,92.8,-29.9,-205,1.3
Saudi Arabia,153.7528,34.5911,Arabian Basin,Gas,Gas Seep 2,7.2,0.3,92.8,-30.1,-204,1.5
United States,-72.5674,36.9674,Nile Delta Basin,Gas,Gas Seep 2,6.1,0.4,92.9,-30.2,-205,1.3
Thailand,118.4708,16.7894,Saudi Basin,Gas,Gas Seep 2,6.2,0.1,93.8,-29.2,-199,1.3
Zambia,-72.6913,41.2936,Norwegian Sea Basin,Gas,Oil Seep 1,6.7,0.2,92.6,-29.5,-205,1.3
Turkey,8.4043,-26.1508,Iowa Basin,Gas,Gas Seep 1,5.7,0.2,93.5,-29.9,-202,1.5
_RARE_,49.7295,47.1992,Limpopo Basin,Gas,Oil Seep 3,5.7,0.2,93.5,-29.1,-202,1.4
Thailand,-72.849,33.8889,North West Shelf Basin,Gas,Oil Seep 1,6.8,0.3,93.8,-30.1,-199,1.2
Iraq,-97.3558,-1.6347,Anadarko Basin,Oil,Oil Seep 3,6.7,0.2,93.0,-29.9,-202,1.5
India,44.9337,24.9665,Aegean Basin,Oil,Gas Seep 1,6.3,0.4,94.0,-29.5,-198,1.5
Mexico,69.3419,-33.457,Abu Dhabi Basin,Gas,Oil Seep 3,5.7,0.2,92.6,-30.2,-199,1.6
Russia,-92.7864,25.4089,Caribbean Basin,Oil,Oil Seep 3,6.8,0.2,93.5,-29.7,-203,1.4
Yemen,-122.1022,24.2179,Bukhara-Khiva Basin,Gas,Oil Seep 3,5.8,0.1,92.6,-29.9,-199,1.5
Venezuela,6.3434,-28.244,Western Canada Sedimentary Basin,Oil,Oil Seep 3,6.3,0.2,93.5,-30.0,-202,1.3
India,-122.0805,41.9857,Upper Peninsula Basin,Oil,Gas Seep 2,6.7,0.4,93.6,-29.2,-199,1.5
Venezuela,-122.0988,46.0093,Agulhas Basin,Oil,Oil Seep 1,6.9,0.2,94.0,-29.4,-204,1.1
Canada,39.0088,34.9426,Southern Georgia Embayment Basin,Oil,Oil Seep 3,7.1,0.1,93.8,-29.5,-204,1.6
Yemen,69.3331,-15.0912,Aegean Basin,Gas,Oil Seep 2,7.2,0.5,92.9,-29.8,-200,1.5
United Arab Emirates,52.3464,20.7667,Salalah Basin,Gas,Oil Seep 1,7.2,0.3,93.6,-29.2,-204,1.3
United States,-5.9404,56.134,Caspian Basin,Oil,Oil Seep 3,5.8,0.3,92.7,-29.3,-204,1.4
Yemen,30.6918,41.0417,New York Basin,Gas,Oil Seep 2,5.6,0.1,92.8,-30.1,-202,1.5
_RARE_,110.2012,23.0664,Nile Delta Basin,Gas,Oil Seep 1,6.1,0.2,93.5,-29.5,-202,1.5
Mexico,121.328,12.8342,Shabwah Basin,Oil,Oil Seep 2,6.8,0.5,92.9,-30.0,-205,1.5
_RARE_,121.2683,-4.6477,Lake Maracaibo Basin,Gas,Oil Seep 2,6.3,0.3,93.0,-29.4,-203,1.4
Vietnam,-92.3927,23.6739,Cauvery Basin,Oil,Oil Seep 3,6.7,0.3,93.7,-29.5,-199,1.4
United States,109.0026,55.8423,Guayaquil Basin,Gas,Oil Seep 3,6.1,0.2,92.8,-30.0,-204,1.4
Zambia,8.8354,37.2997,Black Sea Basin,Gas,Oil Seep 1,6.8,0.2,92.9,-29.4,-204,1.4
Venezuela,16.1181,40.7234,Offshore Singapore Basin,Gas,Gas Seep 1,6.8,0.1,94.0,-29.5,-201,1.6
Canada,-108.1975,15.6711,Malay Basin,Oil,Gas Seep 2,6.8,0.3,92.7,-30.1,-204,1.6
Canada,35.2254,23.4574,Saudi Basin,Gas,Gas Seep 1,5.6,0.3,93.6,-30.2,-203,1.5
Zambia,-121.8478,13.9394,Nile Delta Basin,Oil,Gas Seep 1,7.1,0.3,92.7,-30.2,-203,1.5
Venezuela,-72.3108,36.9465,Western Zambia Basin,Gas,Oil Seep 1,7.0,0.3,93.2,-30.1,-200,1.4
Yemen,101.4789,41.2954,Illinois Basin,Gas,Gas Seep 1,6.1,0.3,93.5,-29.4,-201,1.4
Zimbabwe,51.4448,40.7142,Dutch North Sea Basin,Oil,Gas Seep 1,6.3,0.5,93.1,-29.2,-199,1.2
Russia,105.0675,-27.201,Barinas Basin,Gas,Gas Seep 2,5.8,0.3,92.7,-30.1,-204,1.2
Yemen,120.1164,21.4286,Great South Basin,Gas,Gas Seep 1,6.3,0.4,93.8,-29.2,-204,1.4
Mexico,44.1772,42.2772,Lodi Basin,Oil,Gas Seep 1,5.6,0.5,93.9,-29.1,-199,1.2
United Arab Emirates,-68.0426,14.3257,Philippine Basin,Oil,Gas Seep 1,7.0,0.3,93.6,-30.1,-201,1.5
Thailand,-55.9573,52.7952,Maracaibo Basin,Gas,Oil Seep 1,6.5,0.3,93.2,-29.9,-205,1.3
Uzbekistan,30.5218,-36.8616,New York Basin,Oil,Gas Seep 2,6.8,0.5,93.8,-29.1,-204,1.6
Indonesia,101.7664,7.0868,Nam Con Son Basin,Oil,Gas Seep 1,5.6,0.4,92.6,-30.2,-205,1.3
Canada,68.5766,26.4995,United Kingdom Continental Shelf Basin,Oil,Gas Seep 1,6.5,0.5,93.1,-29.2,-199,1.4
Vietnam,8.3688,30.8528,Red River Basin,Oil,Oil Seep 1,7.0,0.3,93.6,-30.0,-202,1.5
Zambia,109.6977,6.9317,Falkland Plateau Basin,Gas,Gas Seep 2,6.5,0.4,92.7,-29.9,-201,1.2
Zambia,30.7529,15.841,Red River Basin,Gas,Oil Seep 2,6.8,0.4,93.3,-29.3,-201,1.4
Vietnam,-61.3225,15.0089,Maracaibo Basin,Gas,Gas Seep 1,6.8,0.2,93.6,-29.5,-202,1.4
India,47.0894,30.923,Niger Delta Basin,Gas,Gas Seep 2,6.9,0.1,93.5,-29.6,-199,1.5
Venezuela,28.5783,8.9273,Luapula Basin,Gas,Gas Seep 1,5.8,0.5,93.6,-29.2,-199,1.3
United States,-78.5229,51.7244,Great South Basin,Gas,Oil Seep 2,6.3,0.4,93.1,-29.1,-205,1.3
Kuwait,44.3791,46.8867,San Joaquin Basin,Oil,Gas Seep 1,6.5,0.2,93.0,-30.1,-202,1.6
Kuwait,8.9176,-5.4541,North West Shelf Basin,Gas,Oil Seep 3,6.1,0.2,93.7,-29.5,-199,1.4
Russia,108.263,1.1463,Syria Basin,Gas,Gas Seep 1,7.1,0.1,93.7,-30.1,-199,1.5
Vietnam,-73.1974,54.7011,Limpopo Basin,Gas,Oil Seep 1,7.2,0.4,93.2,-29.5,-205,1.3
Thailand,-114.3992,12.6433,Illinois Basin,Oil,Gas Seep 2,5.7,0.4,92.6,-29.4,-204,1.3
Norway,27.7557,-34.0319,Niger Delta Basin,Oil,Oil Seep 1,7.2,0.3,93.5,-29.2,-205,1.3
Vietnam,108.7828,14.1894,Mahakam Delta Basin,Oil,Oil Seep 3,6.1,0.3,93.1,-29.5,-199,1.3
United States,73.917,44.4341,Southern Georgia Embayment Basin,Gas,Oil Seep 2,7.0,0.2,93.7,-30.1,-203,1.4
Zimbabwe,-66.1525,66.5378,United Kingdom Continental Shelf Basin,Gas,Oil Seep 1,6.2,0.3,92.8,-29.6,-201,1.5
Mexico,76.0152,13.5898,Bukhara-Khiva Basin,Gas,Gas Seep 1,6.3,0.4,93.3,-29.1,-201,1.3
Norway,102.3853,58.7735,Dutch North Sea Basin,Gas,Gas Seep 1,6.8,0.2,92.7,-29.9,-205,1.6
_RARE_,133.8148,56.2301,Amu Darya Basin,Gas,Gas Seep 2,6.3,0.4,93.8,-29.5,-199,1.3
United Arab Emirates,53.8919,38.3156,Sudan Basin,Oil,Oil Seep 1,7.0,0.4,93.6,-29.2,-204,1.5
Thailand,-3.5101,31.6811,Syria Basin,Gas,Oil Seep 2,5.7,0.4,93.5,-29.4,-201,1.5
Uzbekistan,-107.2318,-28.8609,Eastern Venezuela Basin,Oil,Gas Seep 1,6.8,0.3,93.8,-29.5,-199,1.2
_RARE_,-117.9352,-19.0124,Anadarko Basin,Gas,Oil Seep 3,5.7,0.2,92.7,-29.5,-201,1.4
Zimbabwe,31.0549,-40.7249,Santa Monica Basin,Gas,Oil Seep 3,6.1,0.3,93.9,-29.7,-202,1.3
Vietnam,66.7851,49.9042,Colorado Basin,Gas,Oil Seep 3,6.3,0.2,93.1,-29.5,-201,1.5
Saudi Arabia,12.617,-33.3875,Colorado Basin,Gas,Oil Seep 1,6.8,0.2,93.1,-29.2,-199,1.2
Vietnam,-72.7135,33.3351,Zambezi Basin,Oil,Oil Seep 1,6.7,0.4,93.1,-30.2,-201,1.3
_RARE_,32.9684,46.9084,Washington Basin,Oil,Oil Seep 2,5.6,0.4,93.2,-29.4,-201,1.3
Zambia,-95.7305,54.427,Abu Dhabi Basin,Gas,Oil Seep 1,6.8,0.3,93.0,-29.2,-198,1.5
Kuwait,133.9192,5.2573,Saudi Basin,Gas,Gas Seep 2,7.2,0.3,93.5,-29.5,-202,1.5
Iraq,-90.5234,4.5593,Eastern Venezuela Basin,Oil,Oil Seep 3,7.0,0.2,93.5,-30.0,-202,1.4
Thailand,64.7611,19.2093,Song Hong Basin,Gas,Oil Seep 1,7.1,0.3,93.6,-30.1,-205,1.6
Turkey,48.5198,41.5518,Offshore Singapore Basin,Oil,Oil Seep 2,6.1,0.1,93.9,-30.0,-199,1.6
Mexico,9.2676,34.0489,San Joaquin Basin,Oil,Oil Seep 2,5.6,0.4,93.3,-29.4,-202,1.2
Thailand,32.9992,27.8851,Bas Cuu Long Basin,Oil,Oil Seep 1,6.2,0.3,93.8,-29.2,-202,1.6
United States,44.3955,13.2116,Gulf of Lion Basin,Gas,Oil Seep 3,7.1,0.3,93.2,-29.4,-200,1.4
Canada,9.4938,15.5239,Adriatic Basin,Gas,Oil Seep 3,6.9,0.3,92.9,-29.4,-201,1.4
Uzbekistan,5.8145,37.219,Maranon Basin,Gas,Oil Seep 1,7.0,0.1,93.2,-30.0,-199,1.5
United States,-93.282,-42.0276,Levantine Basin,Gas,Gas Seep 1,6.3,0.2,93.0,-29.7,-204,1.4
Vietnam,54.5026,35.9082,Aden Rift Basin,Gas,Oil Seep 2,6.7,0.4,93.9,-30.1,-201,1.5
Indonesia,9.007,32.3436,United Kingdom Continental Shelf Basin,Gas,Oil Seep 2,6.3,0.3,93.9,-29.2,-199,1.2
United States,-118.2431,41.6847,North Sea Basin,Oil,Gas Seep 2,6.3,0.4,92.7,-29.2,-199,1.3
Turkey,145.4606,56.1669,New Jersey Basin,Gas,Gas Seep 2,6.5,0.4,92.7,-29.4,-198,1.3
Indonesia,32.2716,23.6285,Santos Basin,Gas,Oil Seep 2,6.7,0.4,92.7,-29.2,-201,1.3
Turkey,10.2003,34.9101,Nile Delta Basin,Gas,Oil Seep 3,6.2,0.2,93.5,-29.5,-199,1.5
United States,50.7508,-6.2463,Lake Maracaibo Basin,Gas,Gas Seep 1,6.7,0.3,93.5,-29.4,-200,1.2
Venezuela,-54.7981,69.0409,Taiwan Basin,Oil,Oil Seep 3,6.3,0.4,93.9,-29.4,-198,1.3
Zambia,-57.7126,-1.1919,Manica Basin,Oil,Gas Seep 2,7.1,0.2,93.5,-29.5,-204,1.4
Zimbabwe,-2.6282,31.2788,Indus Basin,Gas,Gas Seep 1,7.2,0.2,93.1,-30.2,-203,1.6
Thailand,29.1699,11.3162,Swiss Jura Basin,Gas,Gas Seep 2,6.5,0.4,93.6,-29.5,-201,1.5
Vietnam,-74.8956,-35.6252,Qatar Arch Basin,Gas,Oil Seep 3,5.6,0.3,93.5,-29.9,-202,1.5
Kuwait,44.1846,44.9817,Rumaila Basin,Oil,Gas Seep 1,5.6,0.4,93.9,-29.2,-199,1.3
Saudi Arabia,30.159,12.8693,Zimbabwe Basin,Oil,Oil Seep 3,6.3,0.3,93.3,-29.5,-201,1.4
Zimbabwe,109.2388,-35.1901,Masila Basin,Gas,Gas Seep 1,6.1,0.2,93.1,-30.2,-201,1.4
_RARE_,8.4673,39.742,East Coast Basin,Oil,Oil Seep 2,7.2,0.3,93.2,-29.2,-204,1.2
United Arab Emirates,-105.5343,46.1117,Guayaquil Basin,Oil,Oil Seep 1,6.1,0.3,93.5,-30.0,-205,1.3
Turkey,-74.3328,-12.5375,Caribbean Basin,Gas,Oil Seep 3,6.8,0.2,93.7,-30.2,-202,1.4
Canada,51.1111,-32.1806,North West Shelf Basin,Oil,Oil Seep 3,7.0,0.1,92.7,-30.0,-204,1.4
Indonesia,53.7571,23.6494,Aden Rift Basin,Gas,Oil Seep 3,7.2,0.3,92.6,-29.5,-203,1.5
Thailand,-121.2621,33.8599,Dong Nai Basin,Oil,Oil Seep 2,6.1,0.4,93.0,-29.4,-201,1.3
Vietnam,-6.2922,6.6342,Great Basin Basin,Oil,Oil Seep 1,7.0,0.3,92.7,-30.1,-204,1.5
Turkey,-71.601,37.0911,Southern Georgia Embayment Basin,Gas,Oil Seep 2,5.8,0.2,93.3,-29.5,-205,1.3
Zambia,-121.2653,-28.8728,Denver Basin,Gas,Oil Seep 1,6.1,0.3,93.2,-29.4,-201,1.4
Venezuela,28.2363,23.639,Iowa Basin,Gas,Oil Seep 3,6.5,0.3,93.8,-29.2,-202,1.1
Norway,29.4312,31.7695,Taiwan Basin,Gas,Oil Seep 1,6.1,0.3,93.3,-29.4,-204,1.3
Vietnam,-58.8139,29.3391,Red River Basin,Gas,Oil Seep 2,6.1,0.2,93.5,-30.0,-205,1.4
Russia,33.6667,-8.728,United Kingdom Continental Shelf Basin,Oil,Oil Seep 3,7.1,0.4,93.7,-29.5,-204,1.1
Thailand,55.3414,23.6429,Manica Basin,Gas,Oil Seep 1,5.8,0.3,93.5,-29.4,-199,1.4
Thailand,117.7537,44.9788,Colorado Basin,Oil,Gas Seep 1,6.1,0.2,94.0,-30.0,-202,1.4
Vietnam,9.8934,56.1402,Swiss Jura Basin,Gas,Oil Seep 2,5.7,0.4,94.0,-29.4,-203,1.6
Iraq,30.5425,31.2568,Austin Chalk Basin,Oil,Oil Seep 2,6.7,0.4,93.5,-29.5,-205,1.3
Yemen,-59.6925,-15.4304,Washington Basin,Oil,Oil Seep 1,7.0,0.3,93.5,-29.2,-205,1.3
India,30.523,-17.5425,Saudi Basin,Oil,Gas Seep 1,5.6,0.1,93.7,-29.4,-201,1.3
India,35.2366,68.1731,Levant Basin,Gas,Gas Seep 2,7.2,0.4,93.1,-29.4,-202,1.3
India,5.4053,-37.9847,White Tiger Basin,Oil,Oil Seep 2,7.1,0.2,93.8,-30.1,-201,1.4
